17.3.a   Auto     -   RTL+Lint             Lintra waiver file names are uniquified with [ip]_ prefix              N/A 14002
17.316.a Auto     -   RTL+Lint             Verify IP is following the new ACE based CTECH methodology             N/A 14008
17.4.a   Auto     -   RTL+Lint             Lintra waiver ID names are uniquified                                  N/A 14003
17.47.a  Manual  YES  RTL+Lint             Clocks and resets are defined only in interfaces                       N/A 13819
18.295.a Manual  YES  Security             Security Risk Assessment (SRA) is completed                            N/A 13821
18.296.a Manual  YES  Security             SRA results have been added to the security section in the IP’s...     N/A 13822
18.297.a Manual  YES  Security             The IP architecture  and design conforms to the SDL policies           N/A 13823
18.298.a Manual  YES  Security             Architecture security review completed according to the SDL...         N/A 13824
18.299.a Manual  YES  Security             The security section in the IP architecture specification (EAD or...   N/A 13825
18.300.a Manual  YES  Security             Design security review completed according to the SDL activities...    N/A 13826
18.301.a Manual  YES  Security             The IP security test plan is completed and executed for S3             N/A 13827
19.179.a Manual  YES  Simulation           CR testing (access attributes functionality)                           N/A 13828
19.179.b Auto    YES  Simulation           CR test present with proper sequence                                   N/A 13836
19.180.a Auto    YES  Simulation           Required ACE libraries are exported                                    PASS
19.180.b Auto     -   Simulation           RTL library should not have dependency on rtl_shared_lib               PASS
19.180.c Auto     -   Simulation           ACE RTL HDL file must have power statements                            PASS
19.180.d Auto     -   Simulation           IP package does not contain local and un-accessible files              PASS
19.181.a Manual  YES  Simulation           DFT testing                                                            N/A 13829
19.181.b Auto    YES  Simulation           DFT test delivered                                                     N/A 13839
19.182.a Manual  YES  Simulation           DFV testing                                                            N/A 13830
19.182.b Auto    YES  Simulation           Visa test delivered                                                    N/A 13840
19.182.c Auto    YES  Simulation           Visa .sig file delivered and converted .sig.visa file exists           N/A 13841
19.183.a Manual  YES  Simulation           Functional coverage                                                    N/A 13831
19.183.b Auto    YES  Simulation           Functional coverage test delivered                                     N/A 13842
19.184.a Manual  YES  Simulation           Fuse testing including download                                        N/A 13832
19.184.b Auto    YES  Simulation           Fuse test delivered                                                    N/A 13843
19.187.a Manual  YES  Simulation           Reset testing                                                          PASS
19.187.b Auto    YES  Simulation           Reset test delivered                                                   N/A 13844
19.191.a Manual  YES  Simulation           VCS-NLP power simulation                                               N/A 13833
2.309.a  Auto    YES  CDC                  QuestaCDC input/output collateral delivered                            N/A 14026
2.310.a  Auto    YES  CDC                  ONDA run is clean                                                      N/A 14027
2.311.a  Manual  YES  CDC                  ONDA waivers delivered                                                 N/A 13687
20.196.a Manual  YES  SV TB                Coverage coded                                                         PASS
20.196.b Auto    YES  SV TB                Coverage coded - pointer provided                                      PASS
20.197.a Manual  YES  SV TB                Delivered verification collateral conforms to guidelines in OVM...     PASS
20.198.a Manual  YES  SV TB                Delivered verification collateral conforms to guidelines in Saola...   N/A 13834
20.199.a Manual  YES  SV TB                Delivered verification collateral conforms to guidelines in Test...    PASS
20.200.a Manual   -   SV TB                Forces must not exist in test bench                                    PASS
20.211.a Manual  YES  SV TB                Test list with integration power stress tests for POWER metrics        N/A 13835
20.211.b Auto    YES  SV TB                Test list file or directory or .svh provided for reference             PASS
20.212.a Manual  YES  SV TB                Test list with integration tests for USE CASE testing delivered        PASS
20.212.b Auto    YES  SV TB                Test list file or directory or .svh provided for reference for use...  PASS
20.213.a Manual  YES  SV TB                Test list with integration tests for use in PERFORMANCE analysis...    PASS
20.213.b Auto    YES  SV TB                Test list file or directory or .svh provided for reference for...      PASS
20.214.a Manual  YES  SV TB                IP-level test coded                                                    PASS
20.214.b Auto    YES  SV TB                Test list file or directory or .svh provided for reference for...      PASS
20.215.a Manual  YES  SV TB                IP-level tests passing                                                 PASS
20.215.b Auto    YES  SV TB                Directory or report file for reference for IP level tests passing      PASS
20.217.a Auto    YES  SV TB                RAL adaptor sequences exist                                            N/A 13845
20.221.a Auto     -   SV TB                Test island and re-usable verification collateral must not contain...  PASS
20.226.a Manual  YES  SV TB                Stand alone integration test (data flow, connectivity)                 PASS
20.226.b Auto    YES  SV TB                Directory or file for reference of stand alone integration test        PASS
20.227.a Auto     -   SV TB                Test island does not have hard coded paths                             PASS
20.228.a Auto     -   SV TB                Test island does not use hard code hierarchical refs                   PASS
20.231.a Auto    YES  SV TB                There exists an end-to-end scoreboard that is independent of the...    PASS
20.232.a Manual  YES  SV TB                VIP scoreboards, assertions                                            PASS
20.267.a Manual  YES  SV TB                All the error waivers and disable calls are in one place               PASS
20.267.b Auto    YES  SV TB                Directory or single file for error waivers and disable calls           FAIL
21.176.a Manual  YES  VISA                 Clocks should not be added to the network as data to the network....   N/A 13799
21.233.a Manual  YES  VISA                 All signals exposing fuse data must be at a minimum marked Red or...   N/A 13800
21.234.a Manual  YES  VISA                 Confirm IP identifiers (SRCID etc.) with assignment                    N/A 13801
21.235.a Auto    YES  VISA                 Visa Makefile must exists                                              N/A 13932
21.235.b Auto    YES  VISA                 Visa top [alias].sig.visa file must exists                             N/A 13933
21.237.a Manual  YES  VISA                 Please add below ULM flops to the SR list in IPs upf file: ...         N/A 13802
21.238.a Auto    YES  VISA                 The number of output lanes must be less than 3.                        N/A 13934
21.239.a Manual  YES  VISA                 Due to the PGD ULM signals which coming out from PGD to AON these...   N/A 13803
21.240.a Manual  YES  VISA                 Do not gate the visa serial clock when asserting SLEEP signal.         N/A 13804
21.241.a Manual  YES  VISA                 Override the reset when asserting/deasserting SLEEP signal. No...      N/A 13805
21.242.a Manual  YES  VISA                 VISA probe budget based on IP type and area matrix                     N/A 13806
21.243.a Auto    YES  VISA                 Visa top [alias].sig file must exists                                  N/A 13935
21.243.b Auto    YES  VISA                 All included children sig file(s) must exist                           N/A 13936
21.244.a Manual  YES  VISA                 Control signal for visa state retention. flop will be tied to IP...    N/A 13807
21.245.a Manual  YES  VISA                 Ensure visa_validate is reusable and tests are passing                 N/A 13808
21.246.a Manual  YES  VISA                 Follow IOSF naming convention for VISA interface signals               N/A 13809
21.247.a Manual  YES  VISA                 Reusable connectivity test (connectivity from DFX security plugin...   N/A 13810
21.248.a Auto    YES  VISA                 The maximum number of output bits per ULM and per IP must be less...   N/A 13937
21.249.a Auto    YES  VISA                 The real number of input signals must be less than 513.                N/A 13938
21.250.a Manual  YES  VISA                 No power domain mixing per output lane per ULM                         N/A 13811
21.251.a Manual  YES  VISA                 No visa on array dftd stuff (not every bit of a large structure -...   N/A 13812
21.252.a Auto    YES  VISA                 The number of xbar output lanes must be zero.                          N/A 13939
21.253.a Manual  YES  VISA                 Review perfmon compatibility with visa architects                      N/A 13813
21.254.a Manual  YES  VISA                 ULM which resides in a power gated domain will need to have state...   N/A 13814
21.255.a Manual  YES  VISA                 ULMs should not contain signals from other IPs.ÿ If a signal (or...    N/A 13815
21.256.a Manual  YES  VISA                 Understand and comprehend the Post-Si validation cost of not...        N/A 13816
21.257.a Manual  YES  VISA                 Understand and comprehend the potential explosion of back end...       N/A 13817
21.258.a Manual  YES  VISA                 Understand and comprehend timing convergence false path disabling...   N/A 13818
3.44.a   Manual  YES  Collage              coreKit consistent with the RTL                                        N/A 13688
3.45.a   Auto    YES  Collage              The file [ip].coreKit exists                                           N/A 14009
3.46.a   Manual  YES  Collage              [ip].coreKit in SoC Context                                            N/A 13689
3.48.a   Auto    YES  Collage              Must have collage builder script                                       N/A 14010
3.49.a   Auto    YES  Collage              Must have collage summary report                                       N/A 14011
3.50.a   Auto    YES  Collage              Must have collage warning report                                       N/A 14012
3.51.a   Auto    YES  Collage              Ensure for IDV logic connects to the IOSF IDV standard interface...    N/A 14013
3.51.b   Auto    YES  Collage              Ensure for JTAG logic connects to the IOSF JTAG standard interface...  N/A 14014
3.51.c   Auto    YES  Collage              SCAN interface pins must be mapped to Collage IOSF SCAN standard...    N/A 14015
3.51.d   Auto    YES  Collage              VISA interface pins must be mapped to Collage IOSF VISA standard...    N/A 14016
3.51.e   Auto    YES  Collage              ISM interface pins must be mapped to Collage IOSF ISM standard...      N/A 14017
3.51.f   Auto    YES  Collage              MBIST interface pins must be mapped to Collage IOSF MBIST standard...  N/A 14018
3.51.g   Auto    YES  Collage              RTDR interface pins must be mapped to Collage IOSF RTDR standard...    N/A 14019
3.51.h   Auto    YES  Collage              DFXSECUREPLUGIN interface pins must be mapped to Collage IOSF...       N/A 14020
3.51.i   Auto    YES  Collage              IOSF Primary pins must be mapped to Collage IOSF Primary standard...   N/A 14021
3.51.j   Auto    YES  Collage              IOSF Sideband pins must be mapped to Collage IOSF Sideband...          N/A 14022
3.51.k   Auto    YES  Collage              IDI pins must be mapped to Collage IDI standard interface in the...    N/A 14023
3.51.l   Auto    YES  Collage              PGCB interface pins must be mapped to Collage Power_Gating...          N/A 14024
3.53.a   Auto    YES  Collage              Sub-IP blocks described and publish versions                           N/A 14025
3.54.a   Manual   -   Collage              Document desitination type (description tag) for all adhoc IP pins...  N/A 13690
4.167.a  Manual  YES  DFt                  All internally generated clocks are required to be pulled to the top   N/A 13701
4.265.a  Auto    YES  DFt                  [SCAN] Spyglass DFT waiver files must exist                            N/A 14033
4.265.b  Auto    YES  DFt                  [SCAN] Spyglass DFT report files must exist                            N/A 14034
4.265.c  Auto     -   DFt                  [SCAN] Spyglass DFT waiver files must exist and are uniquified...      N/A 14035
4.265.d  Auto    YES  DFt                  [SCAN] Spyglass DFT report files must exist and are clean              N/A 14036
4.315.a  Manual  YES  DFt                  IP Info file provided (generated with use of ISAF flow)                N/A 13702
4.56.a   Manual  YES  DFt                  All functional clock gates overridden with fscan_clkungate.            N/A 13691
4.57.a   Auto    YES  DFt                  SCAN ATPG run and is clean                                             N/A 14028
4.60.a   Auto    YES  DFt                  SCAN One Scan capture test in GLS is passing for each clock domain     N/A 14029
4.61.a   Manual  YES  DFt                  Interal MUX added for scan control of all resets again this is a...    N/A 13692
4.62.a   Manual  YES  DFt                  DFT BSDL files for boundary scan                                       N/A 13693
4.63.a   Manual   -   DFt                  Sample Trigger SEQUENCE(s)/TEST(s) delivered (for IPs connected to...  N/A 13694
4.64.a   Manual  YES  DFt                  RTDR_CTRL                                                              N/A 13695
4.65.a   Auto    YES  DFt                  [SCAN] - Coverage reported by DC is included in reports                PASS
4.66.a   Auto    YES  DFt                  [SECURITY] Secure plugin instantiated as part of the IP deliverable    N/A 14031
4.67.a   Auto    YES  DFt                  [SCAN] - Standard scan config file used                                PASS
4.68.a   Manual  YES  DFt                  sTAPs instantiated                                                     N/A 13696
4.69.a   Manual  YES  DFt                  TAP IDCODE 32-bit bus correctly defined at IP interface                N/A 13697
4.70.a   Manual  YES  DFt                  TAP IP is Validated?                                                   N/A 13698
4.71.a   Manual  YES  DFt                  TAP IR/DR Information documented in System RDL                         N/A 13699
4.72.a   Manual  YES  DFt                  TAP network connected                                                  N/A 13700
5.79.a   Manual   -   Documentation        Detailed flow description for TAP usage model testing related to...    N/A 13758
5.81.a   Auto     -   Documentation        HAS delivered, follows template                                        FAIL
5.83.a   Auto     -   Documentation        Integration guide delivered, follows template                          FAIL
5.86.a   Auto     -   Documentation        Must use the required documentation process                            PASS
5.88.a   Auto     -   Documentation        Product Brief delivered, follows template                              FAIL
5.90.a   Manual  YES  Documentation        Provide array details for IP                                           N/A 13759
5.91.a   Auto     -   Documentation        Release notes exist                                                    PASS
5.93.a   Manual  YES  Documentation        Top level port list complete                                           N/A 13760
5.94.a   Auto     -   Documentation        Verification References delivered, follows template                    FAIL
6.314.a  Manual   -   Emulation/FPGA       Ensure FW-RTL compatibility in place prior to release (check the...    N/A 13762
6.95.a   Manual   -   Emulation/FPGA       RTL and related collaterals must pass Zebu Server and Veloce...        N/A 13761
7.100.a  Auto    YES  FEV                  LEC scripts and constraints must exist                                 N/A 14041
7.100.b  Auto    YES  FEV                  FEV LEC log run results and do file consistent                         N/A 14042
7.101.a  Auto    YES  FEV                  Make sure "set undriven to constant" is not in the FEV do file.        N/A 14043
7.101.b  Auto    YES  FEV                  FEV LEC run not using 'set undriven to constant'.                      PASS
7.102.a  Auto    YES  FEV                  A report on undriven pins/nets is provided                             N/A 14045
7.274.a  Auto    YES  FEV                  Verify .do files do not have -define DC in read library and...         N/A 14046
7.274.b  Auto    YES  FEV                  Synth and Sythesis not defined for FEV                                 N/A 14047
7.308.a  Auto    YES  FEV                  FEV must be run with UPF                                               N/A 14048
7.98.a   Auto    YES  FEV                  LEC reports must exist                                                 N/A 14037
7.98.b   Auto    YES  FEV                  FEV lec.log file must exists                                           N/A 14038
7.99.a   Auto    YES  FEV                  LEC must be clean at the level of synthesis                            N/A 14039
7.99.b   Auto    YES  FEV                  LEC must run at the level of synthesis                                 N/A 14040

 ID   Rule     Reason                         Date                User       Type of waiver
----- -------- ------------------------------ ------------------- ---------- --------------
13685  1.17.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13686  1.20.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13687  2.311.a  There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13688  3.44.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13689  3.46.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13690  3.54.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13691  4.56.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13692  4.61.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13693  4.62.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13694  4.63.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13695  4.64.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13696  4.68.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13697  4.69.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13698  4.70.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13699  4.71.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13700  4.72.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13701  4.167.a  There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13702  4.315.a  There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13758  5.79.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13759  5.90.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13760  5.93.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13761  6.95.a   There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13762  6.314.a  There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13763  10.104.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13764  11.112.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13765  11.262.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13766  11.263.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13767  11.271.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13768  11.272.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13769  12.55.a  There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13770  12.115.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13771  12.118.b There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13772  12.278.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13773  12.279.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13774  12.282.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13775  12.283.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13776  12.286.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13777  12.287.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13778  12.288.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13779  12.289.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13780  12.292.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13781  12.293.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13782  12.294.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13783  13.127.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13784  13.130.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13785  13.185.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13786  13.302.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13787  13.303.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13788  13.304.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13789  13.305.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13790  13.306.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13791  13.307.a There is no RTL as this is...  2014-06-07 11:58:17 sbulusu    N/A
13792  13.312.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13793  13.313.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13794  15.135.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13795  15.149.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13796  15.150.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13797  15.162.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13798  15.163.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13799  21.176.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13800  21.233.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13801  21.234.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13802  21.237.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13803  21.239.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13804  21.240.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13805  21.241.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13806  21.242.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13807  21.244.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13808  21.245.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13809  21.246.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13810  21.247.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13811  21.250.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13812  21.251.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13813  21.253.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13814  21.254.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
13815  21.255.a There is no RTL as this is...  2014-06-07 12:07:14 sbulusu    N/A
