Category_id,Category,Index,Rule,Status,Type,POR
12,Phys Design Enabling,12.276.a,All inputs and outputs have I/O delay constraints that allocate 70% of guardbanded clock cycle to outside the IP with the correct reference clock,NOT_RUN,Auto,Yes
12,Phys Design Enabling,12.277.a,All constraint files follow standard KIT conventions,NOT_RUN,Auto,Yes
12,Phys Design Enabling,12.277.b,All DFX MCOs written and implemented,NOT_RUN,Manual,Yes
12,Phys Design Enabling,12.277.c,Clock name should be a tcl variable and not hard coded in all constraint files.,NOT_RUN,Auto,Yes
12,Phys Design Enabling,12.281.a,Any configuration necessary for proper insert_dft run delivered in <design>_scan_config.tcl ,NOT_RUN,Auto,Yes
12,Phys Design Enabling,12.287.a,All I/Os are flopped,NOT_RUN,Auto,Yes
12,Phys Design Enabling,12.292.a,Top level port and parameter changes are defined and documented between releases,NOT_RUN,Manual,Yes
12,Phys Design Enabling,12.293.a,The current_design command or any procedure using current_design does not exist in the constraints,PASS,Auto,Yes
12,Phys Design Enabling,12.293.b,IP synthesized per drop at converged PVT/Guardband,PASS,Auto,Yes
12,Phys Design Enabling,12.293.c,The block_setup.tcl file is clean,PASS,Auto,Yes
12,Phys Design Enabling,12.293.d,rtllist.tcl matches RTL and netlist,PASS,Auto,Yes
12,Phys Design Enabling,12.293.e,Syn run free of errors,PASS,Auto,Yes
12,Phys Design Enabling,12.293.f,No unclocked registers in DC Synthesis results,PASS,Auto,Yes
12,Phys Design Enabling,12.293.g,Gate count numbers provided through design_qor report,PASS,Auto,Yes
12,Phys Design Enabling,12.294.a,Caliber checks passing,NOT_RUN,Auto,Yes
12,Phys Design Enabling,12.55.a,HIPS/EBBs correctly instantiated from IRR and synthesized with correct module name in correct process technology,NOT_RUN,Manual,Yes
12,Phys Design Enabling,12.6.a,"Filelist for synthesis in RDT format ( filelist, search paths, defines )",PASS,Auto,Yes
15,Review,15.133.a,"All functionality coded, including DFx, as defined in the appropriate IP HAS",NOT_RUN,Manual,Yes
15,Review,15.133.d,All STF IPs implemented as per HAS,NOT_RUN,Manual,Yes
15,Review,15.133.h,DFt features in HAS coded and validated,NOT_RUN,Manual,Yes
15,Review,15.133.i,All clocking requirements reviewed as per HAS,NOT_RUN,Manual,Yes
15,Review,15.148.a,"Bugs are tracked, open and SoC impacting bugs reviewed, and bug closure requirements met",NOT_RUN,Manual,Yes
15,Review,15.415.a,Complete comprehensive code review,DISABLED,Manual,Yes
15,Review,15.47.a,Clocks and resets are defined only in interfaces,NOT_RUN,Manual,Yes
15,Review,15.47.b,Resets not tied off,NOT_RUN,Manual,Yes
15,Review,15.47.c,All Clock and Reset mechanisms defined,NOT_RUN,Manual,Yes
15,Review,15.8.a,Use SOC defined BFM versions,NOT_RUN,Manual,Yes
17,RTL+Lint,17.171.a,RTL Lint run should be clean of Errors and Fatals,PASS,Auto,Yes
17,RTL+Lint,17.172.a,RTL Lint waiver files are available in tools/lint directory,PASS,Auto,Yes
17,RTL+Lint,17.173.a,RTL Lint waivers should be applicable to the IP only,PASS,Auto,Yes
17,RTL+Lint,17.173.b,RTL Lint waivers should be applicable to the IP only,NOT_RUN,Manual,Yes
17,RTL+Lint,17.3.a,RTL Lint waiver files should be uniquified with IP prefix and delivered with IP,PASS,Auto,Yes
17,RTL+Lint,17.320.a,"IP RTL Lint run(s) must be reproducible on the same content IP was delivered with, as documented in the integration guide.",NOT_RUN,Manual,Yes
17,RTL+Lint,17.324.a,RTL Lint must be run with the converged rules set,FAIL,Auto,Yes
17,RTL+Lint,17.342.a,Lintra Open Latch check must be run and violations report should be clean,PASS,Auto,Yes
17,RTL+Lint,17.4.a,RTL Lint waiver ID names are uniquified,NOT_RUN,Auto,Yes
18,Security,18.295.a,Security Risk Assessment (SRA) is completed,PASS,Auto,Yes
18,Security,18.296.a,SRA results have been added to the security section in the IP's Architecture Specification (HAS),NOT_RUN,Manual,Yes
18,Security,18.298.a,Architecture security review (SDL S1) completed according to the results of the SRA and the security section in the HAS updated accordingly,FAIL,Auto,Yes
18,Security,18.300.a,Design security review (SDL S2) completed if required and the Integration Guide updated accordingly. ,NOT_RUN,Auto,Yes
18,Security,18.301.a,"The IP security test plan is completed and executed as required (SDL S3), VerificationReference document updated, and Integration Guide refreshed",DISABLED,Auto,Yes
19,Simulation,19.135.a,All IP Providers are required to run VCS XPROP ,NOT_RUN,Manual,Yes
19,Simulation,19.179.a,CREG: Satisfy Control Registers verification requirements for RTL0.5,NOT_RUN,Manual,Yes
19,Simulation,19.179.b,CREG: Satisfy Control Registers verification requirements for RTL0.8,NOT_RUN,Manual,Yes
19,Simulation,19.181.a,DFT:  Satisfy Design for Test features verification requirements for RTL0.5,NOT_RUN,Manual,Yes
19,Simulation,19.181.b,DFT:  Satisfy Design for Test features verification requirements for RTL0.8,NOT_RUN,Manual,Yes
19,Simulation,19.181.c,DFV: Satisfy Design for Validation features verification requirements for RTL1.0,DISABLED,Manual,Yes
19,Simulation,19.182.a,DFV: Satisfy Design for Validation features verification requirements for RTL0.5,NOT_RUN,Manual,Yes
19,Simulation,19.182.b,DFV: Satisfy Design for Validation features verification requirements for RTL0.8,NOT_RUN,Manual,Yes
19,Simulation,19.183.a,Coverage plan (including code/functional targets) defined and approved by customers,NOT_RUN,Manual,Yes
19,Simulation,19.183.b,Achieve net coverage of 50%,NOT_RUN,Manual,Yes
19,Simulation,19.183.c,Achieve net coverage of 85%,NOT_RUN,Manual,Yes
19,Simulation,19.183.d,Achieve net coverage of 100%,DISABLED,Manual,Yes
19,Simulation,19.184.a,FUSE: Satisfy IP Fuses verification requirements for RTL0.5,NOT_RUN,Manual,Yes
19,Simulation,19.184.b,FUSE: Satisfy IP Fuses verification requirements for RTL0.8,NOT_RUN,Manual,Yes
19,Simulation,19.187.a,RESET: Satisfy IP Reset Verification requirements for RTL0.5,NOT_RUN,Manual,Yes
19,Simulation,19.187.b,RESET: Satisfy IP Reset Verification requirements for RTL0.8,NOT_RUN,Manual,Yes
19,Simulation,19.187.c,RESET: Satisfy IP Reset Verification requirements for RTL1.0,DISABLED,Manual,Yes
19,Simulation,19.191.a,VCS-NLP Power aware Simulation per Simulation Checklist for RTL0.5,NOT_RUN,Manual,Yes
19,Simulation,19.191.b,POWER: Satisfy Power Verification requirements for RTL0.8,NOT_RUN,Manual,Yes
19,Simulation,19.191.c,POWER: Satisfy Power Verification requirements for RTL1.0,DISABLED,Manual,Yes
19,Simulation,19.331.a,All IP Providers are required to run functional GLS,NOT_RUN,Manual,Yes
19,Simulation,19.369.a,IP must run the regression using the standard CTECH_LIB with the double sync meta-stability model enabled with N+1/-1 mode,NA,Auto,Yes
19,Simulation,19.InWay14.a,"  UPF coverage measurement must hit built in VCS-NLP Power state table, Isolation control, Power switch control and Sleep/restore coverage bins",DISABLED,Manual,Yes
2,CDC,2.309.a,CDC input/output collateral delivered ,NOT_RUN,Auto,Yes
2,CDC,2.310.a,CDCLint has been run,NOT_RUN,Auto,Yes
2,CDC,2.382.a,CDCLint - Resolve Clock Errors,PASS,Auto,Yes
2,CDC,2.383.a,CDCLint - Resolve Clock Fatals,PASS,Auto,Yes
2,CDC,2.384.a,CDCLint - Resolve CDC Convergence Fatals,NOT_RUN,Auto,Yes
2,CDC,2.385.a,CDCLint - Resolve Elaboration Fatals,PASS,Auto,Yes
2,CDC,2.386.a,CDCLint - Resolve Model Errors,PASS,Auto,Yes
2,CDC,2.387.a,CDCLint - Resolve Model Fatals,PASS,Auto,Yes
2,CDC,2.388.a,CDCLint - Resolve Run Fatals,PASS,Auto,Yes
2,CDC,2.389.a,CDCLint - Resolve Run Sanity Issues,PASS,Auto,Yes
2,CDC,2.390.a,CDCLint - Resolve Setting Fatals,PASS,Auto,Yes
2,CDC,2.391.a,CDCLint - Resolve Waiver Fatals,PASS,Auto,Yes
2,CDC,2.392.a,CDCLint - Resolve Unrecognized violations,PASS,Auto,Yes
2,CDC,2.InWay2.a,Converged rules set must be used in the Spyglass CDC run,NOT_RUN,Manual,No
2,CDC,2.InWay7.a,Deliver IP level file Lib file and ensure all critical clock/data relationships captured in the Lib file,DISABLED,Manual,Yes
2,CDC,2.InWay8.a,Document on list of signals that need to be synchronized at SOC/Subsystem level delivered in the integration guide,DISABLED,Manual,Yes
20,SV TB,20.197.a,Delivered verification collateral conforms to guidelines in OVM VIP Conformance Checklist,NOT_RUN,Manual,Yes
20,SV TB,20.198.a,Delivered verification collateral conforms to guidelines in Saola Compliance Checklist,NOT_RUN,Manual,Yes
20,SV TB,20.199.a,Delivered verification collateral conforms to guidelines in Test Island Compliance Checklist,NOT_RUN,Manual,Yes
20,SV TB,20.200.a,Disallow forces except in test bench,NOT_RUN,Manual,Yes
20,SV TB,20.212.a,Must provide Test list with integration tests for USE CASE testing delivered,NOT_RUN,Manual,Yes
20,SV TB,20.212.b,Must provide USE CASE test(s),NA,Auto,Yes
20,SV TB,20.213.a,Must provide Test list with integration tests for use in PERFORMANCE analysis ,NOT_RUN,Manual,Yes
20,SV TB,20.213.b,Must provide Performance test(s),NA,Auto,Yes
20,SV TB,20.226.a,"Stand alone integration test (data flow, connectivity)",NOT_RUN,Manual,Yes
20,SV TB,20.226.b,Directory or file for reference of stand alone integration test,NA,Auto,Yes
20,SV TB,20.231.a,The IP should have a re-usable scoreboard (Runtime or Post-Processing),NOT_RUN,Manual,Yes
20,SV TB,20.232.a,"VIP scoreboards, assertions",NOT_RUN,Manual,Yes
20,SV TB,20.267.a,All the error waivers and disable calls are in one place,NOT_RUN,Manual,Yes
20,SV TB,20.267.b,Directory or single file for error waivers and disable calls,NOT_RUN,Auto,Yes
20,SV TB,20.343.a,1) IP must run Saola Generic attribute RAL sequence for Functional Register testing.  2) IP must run Saola Generic attribute RAL sequence for Register Security (SAI) testing.,NOT_RUN,Manual,Yes
20,SV TB,20.414.a,Delivered verification collateral must support XVM,NOT_RUN,Manual,Yes
21,VISA,21.176.a,"Clocks should not be added to the network as data to the network. If it is a must, then it must be noted that the clock will only give an indication that it is alive or dead and cannot be used for measuring frequency. The clock will be marked as a false path. ",NOT_RUN,Auto,Yes
21,VISA,21.233.a,Security classification of observed signals must adhere to guidelines in the VISA Integration Guide 'security classification',NOT_RUN,Manual,Yes
21,VISA,21.235.b,"Deliver RTL without VISA inserted, while providing all collaterals required for insertion, as per the standard flow. Run the VISA insertion flow, and pass resulting RTL through back-end flows to verify that area, timing and power requirements are met",NOT_RUN,Manual,Yes
21,VISA,21.237.a,"For VISA ULMs in power-gated domains, provide a mechansim for reconfiguring the ULM's control registers after power-down events.  This mechanism can be state-retention or reliance on Visa controller replay.",NOT_RUN,Manual,Yes
21,VISA,21.238.a,"Signal count, lane count, mux count, and other budget items must adhere to guidelines in the VISA Integration Guide 'budget rules'",NOT_RUN,Auto,Yes
21,VISA,21.239.a,"VISA routes from power gated domain (PGD) to always on (AON) domain should be isolated. Signals are driven by ULM outputs ports: lane_out and ss_clk_out, as well as (if standard 252 is waived) xbar_out and xbar_ss_clk_out",NOT_RUN,Manual,Yes
21,VISA,21.240.a,Do not gate the VISA serial configuration clock (fvisa_serstrb),NOT_RUN,Manual,Yes
21,VISA,21.243.a,Visa top [alias].sig file must exists,NOT_RUN,Auto,Yes
21,VISA,21.243.b,All included children sig file(s) must exist,NOT_RUN,Auto,Yes
21,VISA,21.245.a,"Ensure visa_validate-generated test is reusable, and tests are passing",NOT_RUN,Manual,Yes
21,VISA,21.246.a,Follow IOSF naming convention for VISA interface signals,NOT_RUN,Manual,Yes
21,VISA,21.247.a,Reusable connectivity test (connectivity from DFX security plugin to each VISA ULM),NOT_RUN,Manual,Yes
21,VISA,21.250.a,No power domain mixing per output lane per ULM,NOT_RUN,Manual,Yes
21,VISA,21.251.a,"Don't use VISA to probe wide vectors or structures. In particular, no register files, sram, or wide anonymous DFx vectors",NOT_RUN,Auto,Yes
21,VISA,21.252.a,No visa xbar at ULM - review with visa architects if needed,NA,Auto,Yes
21,VISA,21.255.a,"ULMs should not contain signals from other IPs. If a signal (or set of signals) must be used, they must be flopped (to meet timing) before they enter the network. All data inputs to the ULM must be driven from sequentials inside the unit itself",NA,Auto,Yes
21,VISA,21.256.a,"Review set of observed signals to ensure it covers the requirement of silicon debug, HVM and performance monitoring.  See the VISA Integration Guide for recommendations.",NOT_RUN,Manual,Yes
21,VISA,21.256.b,HVM/debug signal requirements,NOT_RUN,Manual,Yes
21,VISA,21.336.a,VISA Lint must be run and is clean,NA,Auto,Yes
21,VISA,21.341.a,"VISA source clocks cannot be faster than the VISA common clock of the CLM (a.k.a. North Peak clock). Faster clocks need to be routed through ULMs with clock step-down enabled, with appropriate step-down factor.",NOT_RUN,Manual,Yes
22,Back End Readiness,22.317.a,Crossfire run has completed successfully,DISABLED,Manual,Yes
22,Back End Readiness,22.317.b,Crossfire - Input waivers are provided in the expected place in the IP repository,DISABLED,Manual,Yes
22,Back End Readiness,22.317.c,Crossfire - Output Reports and logs are provided in the expected place in the IP repository,DISABLED,Manual,Yes
22,Back End Readiness,22.332.a,All HIPs to follow converged PVTs where applicable,DISABLED,Manual,Yes
22,Back End Readiness,22.340.a,Q&R reliability report provided based on IPDS Q&R Reliability template,DISABLED,Manual,Yes
22,Back End Readiness,22.370.a,TMS compliance check is successful if necessary,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.353.a,Provide empty BMOD shells,DISABLED,Auto,Yes
23,Mixed Signal Validation,23.354.a,"Verify that ports match on BMOD, schematic, and Spice model",DISABLED,Auto,Yes
23,Mixed Signal Validation,23.356.a,BMOD versus schematic equiv check passing with upf,DISABLED,Auto,Yes
23,Mixed Signal Validation,23.358.a,Functional mixed signal sims done with spice replacing all analog blocks,DISABLED,Auto,Yes
23,Mixed Signal Validation,23.376.a,Uses MSV mirroring flow for all accesses to signals inside BMODs,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.377.a,Run MSV power-aware simulations with UPF using POR digital simulation flow together with POR MSV tool,DISABLED,Auto,Yes
23,Mixed Signal Validation,23.393.a,Uses Analog Assertion Library (AAL) for analog checking,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.394.a,Uses POR MSV tool for configuring SPICE replacement,DISABLED,Auto,Yes
23,Mixed Signal Validation,23.395.a,Checks release-tagged netlists into RTL repo,DISABLED,Auto,Yes
23,Mixed Signal Validation,23.396.a,Uses POR digital runtools for MSV simulations,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.397.a,Performs SPICE replacement quality/sanity checks,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.398.a,MSV sims have automated pass/fail checking (no manual inspections) to enable regressions,DISABLED,Auto,Yes
23,Mixed Signal Validation,23.399.a,BMOD Functionality Coded,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.400.a,"Supplies BMODs sufficient to meet requirements of all relevant customers (internal, integration, SoC, emulation)",DISABLED,Manual,Yes
23,Mixed Signal Validation,23.401.a,BMOD UPF Provided,DISABLED,Auto,Yes
23,Mixed Signal Validation,23.402.a,Follows BMOD+UPF power coding guidelines,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.403.a,BMODs comply with partitioning requirements for analog/digital logic separation,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.404.a,"Follows guidelines for BMOD context awareness (resets, enables, X-prop)",DISABLED,Manual,Yes
23,Mixed Signal Validation,23.405.a,Uses `MSVMODELKNOB for BMOD controllability,DISABLED,Manual,Yes
23,Mixed Signal Validation,23.406.a,Implements assertions to prove correct usage per guidelines,DISABLED,Manual,Yes
24,Power,24.211.a,Tests to have full coverage of pre-defined IP power modes as documented in PLC,NA,Auto,Yes
24,Power,24.351.a,IP drop meets power targets per delivery milestone,NOT_RUN,Manual,Yes
24,Power,24.352.a,IP delivers power data based on converged template and drop meets power targets per delivery milestone. SIPs (RTL stage) uses PowerArtist which HIPs (netlist stage) use PrimetimePX to deliver this common template,NA,Auto,Yes
24,Power,24.352.b,Deliver pre-defined custom power reports,NA,Auto,Yes
24,Power,24.374.a,"Perform validation of major power features, by defining Chicken-bits and ensure coverage for each feature",DISABLED,Manual,Yes
25,CCP,25.364.a,"Pass CCP IDI Coverege, and provide necessary collaterals and outputs",DISABLED,Manual,Yes
25,CCP,25.364.b,Pass CCP IDI Stimuli requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.364.c,Pass CCP IDI Check requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.364.d,Pass CCP IDI Testbench requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.364.e,Pass CCP IDI Stress requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.365.a,"Pass CCP PM Coverege, and provide necessary collaterals and outputs",DISABLED,Manual,Yes
25,CCP,25.365.b,Pass CCP PM Stimuli requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.365.c,Pass CCP PM Check requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.365.d,Pass CCP PM Testbench requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.365.e,Pass CCP PM Stress requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.366.a,"Pass CCP uCode checks, and provide necessary collaterals and outputs",DISABLED,Manual,Yes
25,CCP,25.366.b,Pass CCP uCode Stimuli requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.366.c,Pass CCP uCode Coverage requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.366.d,Pass CCP uCode Testbench requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.366.e,Pass CCP uCode Stress requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.367.a,"Pass CCP Reset checks, and provide necessary collaterals and outputs",DISABLED,Manual,Yes
25,CCP,25.367.b,Pass CCP Reset Stimuli requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.367.c,Pass CCP Reset Coverage requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.367.d,Pass CCP Reset Testbench requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.367.e,Pass CCP Reset Stress requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.368.a,"Pass CCP DFX coverage, and provide necessary collaterals and outputs",DISABLED,Manual,Yes
25,CCP,25.368.b,Pass CCP DFX Stimuli requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.368.c,Pass CCP DFX Check requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.368.d,Pass CCP DFX Testbench requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
25,CCP,25.368.e,Pass CCP DFX Stress requirements and provide necessary collaterals and outputs,DISABLED,Manual,Yes
26,Power Intent,26.131.a,FE(RTL) - LP Lint waiver files must exist and are uniquified with [ip]_ prefix,FAIL,Auto,Yes
26,Power Intent,26.131.b,FE(RTL) - LP Lint report files must exist and are clean,PASS,Auto,Yes
26,Power Intent,26.306.a,"UPF requirements met - Loading, port names, Power State Table, Power Domain and Isolation/Retention/Level Shifter Strategies",NOT_RUN,Manual,Yes
26,Power Intent,26.306.b,UPF file(s) are appropriate for SoC,NOT_RUN,Manual,Yes
26,Power Intent,26.306.c,inspectUPF run and is clean,NOT_RUN,Auto,Yes
26,Power Intent,26.306.d,UPF requirements met,NOT_RUN,Manual,Yes
26,Power Intent,26.307.a,"BE(Netlist) - Power Lint waivers exist, reports exist and are clean",DISABLED,Auto,Yes
26,Power Intent,26.312.a,All Power intent Collaterals Exist and consistent with each other,NOT_RUN,Manual,Yes
26,Power Intent,26.346.a,All IP subsystem UPF are loaded in Sub System Simulations ,DISABLED,Manual,No
3,Collage,3.327.a,Define IP Clock Pins along with their properties in the IP build script,NOT_RUN,Manual,Yes
3,Collage,3.328.a,Define Interface to clock association in the IP build script on IOSF Primary/Sideband Power and Clock REQ/ACK Interfaces,NOT_RUN,Manual,Yes
3,Collage,3.344.a,Reusable Subsystem files and SBX integration files delivered to SOC ,DISABLED,Manual,No
3,Collage,3.345.a,Test Bench and TI integration of sub IP are done via collage automation ,DISABLED,Manual,No
3,Collage,3.44.a,coreKit consistent with the RTL,NOT_RUN,Manual,Yes
3,Collage,3.46.a,[ip].coreKit in SoC Context,NOT_RUN,Manual,No
3,Collage,3.48.a,Collage builder script,PASS,Auto,Yes
3,Collage,3.49.a,Collage summary report,NOT_RUN,Auto,Yes
3,Collage,3.50.a,Collage warning report,NOT_RUN,Auto,Yes
3,Collage,3.51.a,Ensure IDV logic connects to the IOSF IDV standard interface,NOT_RUN,Auto,Yes
3,Collage,3.51.b,Ensure JTAG logic connects to the IOSF JTAG standard interface,NOT_RUN,Auto,Yes
3,Collage,3.51.c,At least one SCAN interface pins must be mapped to Collage IOSF SCAN standard interface in CoreKit,NOT_RUN,Auto,Yes
3,Collage,3.51.d,VISA interface pins must be mapped to Collage IOSF VISA standard interface in CoreKit,NOT_RUN,Auto,Yes
3,Collage,3.51.e,ISM interface pins must be mapped to Collage IOSF ISM standard interface in CoreKit,NOT_RUN,Auto,Yes
3,Collage,3.51.f,MBIST interface pins must be mapped to Collage IOSF MBIST standard interface in CoreKit,NOT_RUN,Auto,Yes
3,Collage,3.51.g,RTDR interface pins must be mapped to Collage IOSF RTDR standard interface in CoreKit,NOT_RUN,Auto,Yes
3,Collage,3.51.h,DFXSECUREPLUGIN interface pins must be mapped to Collage IOSF DFXSECUREPLUGIN standard interface in CoreKit,NOT_RUN,Auto,Yes
3,Collage,3.51.i,IOSF Primary pins must be mapped to Collage IOSF Primary standard interfaces in the Corekit,NOT_RUN,Auto,Yes
3,Collage,3.51.j,IOSF Sideband pins must be mapped to Collage IOSF Sideband standard interfaces in the Corekit,NOT_RUN,Auto,Yes
3,Collage,3.51.k,IDI pins must be mapped to Collage IDI standard interface in the Corekit,NOT_RUN,Auto,Yes
3,Collage,3.51.l,PGCB interface pins must be mapped to Collage Power_Gating standard interface in CoreKit,NOT_RUN,Auto,Yes
3,Collage,3.53.a,Publish versions of all subIPs and check for SoC level architectural consistency by running Sandbox integration,NOT_RUN,Manual,No
4,DFt,4.167.a,"[SCAN] - Internally derived clocks pulled to top level with IOSF (Pre_clk, Post_clk) compliant naming",FAIL,Auto,Yes
4,DFt,4.265.a,[SCAN] Spyglass DFT waiver files must exist,FAIL,Auto,Yes
4,DFt,4.265.b,[SCAN] Spyglass DFT report files must exist,FAIL,Auto,Yes
4,DFt,4.265.c,[SCAN] Spyglass DFT waiver files must exist and are uniquified with [ip]_ prefix,FAIL,Auto,Yes
4,DFt,4.265.d,[SCAN] Spyglass DFT report files must exist and are clean,FAIL,Auto,Yes
